timeBin,x,y,n
32,6,66,68
32,6,67,48
32,7,42,120
32,7,43,124
32,7,66,52
32,7,67,70
32,8,42,125
32,8,43,119
32,8,66,54
32,8,67,62
32,9,42,105
32,9,43,136
32,9,66,63
32,9,67,59
32,10,42,96
32,10,43,99
32,10,44,67
32,10,66,59
32,10,67,57
32,11,43,143
32,11,44,99
32,11,66,58
32,11,67,61
32,12,43,132
32,12,44,127
32,12,66,58
32,12,67,60
32,13,43,114
32,13,44,132
32,13,66,64
32,13,67,62
32,14,43,297
32,14,44,312
32,14,66,58
32,14,67,59
32,15,40,72
32,15,41,474
32,15,42,566
32,15,43,372
32,15,44,462
32,15,45,914
32,15,46,617
32,15,47,28
32,15,66,59
32,15,67,59
32,16,39,32
32,16,40,840
32,16,41,939
32,16,42,542
32,16,43,382
32,16,44,940
32,16,45,755
32,16,46,1058
32,16,47,961
32,16,48,58
32,16,49,107
32,16,66,451
32,16,67,53
32,17,38,21
32,17,39,1236
32,17,40,551
32,17,42,364
32,17,43,585
32,17,47,779
32,17,48,1576
32,17,49,20
32,17,50,52
32,17,66,390
32,17,67,525
32,18,37,8
32,18,38,1231
32,18,49,1556
32,18,50,29
32,18,51,35
32,18,66,507
32,18,67,473
32,19,37,857
32,19,38,263
32,19,39,255
32,19,50,1567
32,19,51,28
32,19,52,23
32,19,66,483
32,19,67,493
32,20,36,859
32,20,37,140
32,20,38,247
32,20,39,272
32,20,51,1576
32,20,52,30
32,20,66,519
32,20,67,457
32,21,21,105
32,21,22,302
32,21,23,298
32,21,24,299
32,21,25,306
32,21,26,307
32,21,27,251
32,21,28,362
32,21,29,375
32,21,30,353
32,21,31,360
32,21,32,359
32,21,33,476
32,21,34,429
32,21,35,872
32,21,36,256
32,21,37,537
32,21,38,241
32,21,39,204
32,21,40,103
32,21,51,430
32,21,52,1325
32,21,66,480
32,21,67,489
32,22,20,165
32,22,21,490
32,22,22,305
32,22,23,311
32,22,24,297
32,22,25,297
32,22,26,291
32,22,27,446
32,22,28,368
32,22,29,366
32,22,30,367
32,22,31,377
32,22,32,376
32,22,33,345
32,22,34,599
32,22,35,158
32,22,38,686
32,22,39,263
32,22,40,99
32,22,52,636
32,22,53,1190
32,22,66,479
32,22,67,491
32,23,19,198
32,23,20,458
32,23,38,522
32,23,39,548
32,23,53,768
32,23,54,1129
32,23,66,555
32,23,67,468
32,24,18,224
32,24,19,434
32,24,38,725
32,24,39,336
32,24,54,870
32,24,55,1051
32,24,66,533
32,24,67,529
32,25,17,251
32,25,18,413
32,25,37,547
32,25,38,325
32,25,39,269
32,25,55,923
32,25,56,1004
32,25,57,26
32,25,66,543
32,25,67,542
32,26,16,301
32,26,17,376
32,26,36,428
32,26,37,300
32,26,38,423
32,26,56,964
32,26,57,945
32,26,58,37
32,26,59,110
32,26,66,545
32,26,67,521
32,27,15,435
32,27,16,228
32,27,17,85
32,27,35,259
32,27,36,320
32,27,37,559
32,27,57,1022
32,27,58,917
32,27,59,85
32,27,66,519
32,27,67,550
32,28,16,515
32,28,35,322
32,28,36,734
32,28,58,1165
32,28,59,780
32,28,66,627
32,28,67,514
32,29,15,272
32,29,16,292
32,29,35,540
32,29,36,531
32,29,58,564
32,29,59,929
32,29,60,493
32,29,66,585
32,29,67,723
32,30,15,288
32,30,16,265
32,30,35,697
32,30,36,295
32,30,59,872
32,30,60,1086
32,30,66,696
32,30,67,664
32,31,15,289
32,31,16,270
32,31,34,600
32,31,35,200
32,31,36,314
32,31,59,147
32,31,60,947
32,31,61,872
32,31,66,785
32,31,67,595
32,32,15,269
32,32,16,291
32,32,33,561
32,32,34,252
32,32,35,636
32,32,36,237
32,32,37,164
32,32,60,210
32,32,61,1141
32,32,62,566
32,32,65,304
32,32,66,662
32,32,67,729
32,33,15,295
32,33,16,256
32,33,36,744
32,33,37,274
32,33,61,290
32,33,62,1473
32,33,65,1039
32,33,66,497
32,33,67,812
32,33,68,1141
32,33,69,955
32,34,15,262
32,34,16,296
32,34,36,377
32,34,37,574
32,34,38,159
32,34,61,169
32,34,62,209
32,34,63,1406
32,34,64,1229
32,34,65,514
32,34,66,1156
32,34,67,718
32,34,68,816
32,34,69,944
32,34,70,1642
32,35,15,287
32,35,16,281
32,35,37,622
32,35,38,452
32,35,62,300
32,35,63,383
32,35,64,537
32,35,65,1006
32,35,71,1643
32,36,15,223
32,36,16,351
32,36,37,474
32,36,38,492
32,36,39,112
32,36,62,376
32,36,63,383
32,36,64,827
32,36,72,1636
32,37,16,332
32,37,17,236
32,37,37,629
32,37,38,450
32,37,62,523
32,37,63,1020
32,37,73,1646
32,38,16,292
32,38,17,272
32,38,36,384
32,38,37,663
32,38,38,30
32,38,61,315
32,38,62,903
32,38,63,428
32,38,73,781
32,38,74,1140
32,38,90,382
32,38,91,428
32,39,16,289
32,39,17,282
32,39,36,909
32,39,37,60
32,39,61,1001
32,39,62,652
32,39,73,437
32,39,74,883
32,39,75,688
32,39,92,428
32,40,17,515
32,40,35,891
32,40,36,22
32,40,37,41
32,40,38,26
32,40,60,902
32,40,61,723
32,40,62,61
32,40,74,724
32,40,75,1218
32,40,93,428
32,41,17,68
32,41,18,456
32,41,34,904
32,41,35,38
32,41,36,101
32,41,37,40
32,41,38,33
32,41,59,846
32,41,60,741
32,41,61,112
32,41,74,71
32,41,75,851
32,41,76,1070
32,41,94,429
32,42,18,247
32,42,19,579
32,42,20,560
32,42,21,450
32,42,32,80
32,42,33,921
32,42,34,44
32,42,35,103
32,42,36,69
32,42,37,138
32,42,58,797
32,42,59,766
32,42,60,200
32,42,75,125
32,42,76,940
32,42,77,958
32,42,94,429
32,43,17,326
32,43,18,160
32,43,19,423
32,43,20,518
32,43,21,644
32,43,22,668
32,43,23,389
32,43,31,118
32,43,32,896
32,43,33,48
32,43,34,74
32,43,56,92
32,43,57,785
32,43,58,801
32,43,59,98
32,43,75,129
32,43,76,48
32,43,77,986
32,43,78,836
32,43,92,206
32,43,93,429
32,44,16,372
32,44,17,120
32,44,18,395
32,44,22,423
32,44,23,698
32,44,24,622
32,44,25,849
32,44,29,89
32,44,30,162
32,44,31,884
32,44,32,71
32,44,33,46
32,44,56,779
32,44,57,850
32,44,58,77
32,44,76,99
32,44,77,38
32,44,78,1178
32,44,79,518
32,44,90,179
32,44,91,316
32,44,92,391
32,45,15,400
32,45,16,108
32,45,17,375
32,45,24,729
32,45,25,739
32,45,26,1304
32,45,27,141
32,45,28,160
32,45,29,125
32,45,30,876
32,45,31,45
32,45,55,745
32,45,56,900
32,45,57,54
32,45,77,99
32,45,78,39
32,45,79,1461
32,45,89,290
32,45,90,251
32,45,91,352
32,46,14,410
32,46,15,134
32,46,16,343
32,46,27,1261
32,46,28,104
32,46,29,851
32,46,54,699
32,46,55,985
32,46,56,29
32,46,57,6
32,46,78,111
32,46,79,40
32,46,80,1463
32,46,81,246
32,46,82,213
32,46,83,193
32,46,84,196
32,46,85,182
32,46,86,152
32,46,87,230
32,46,88,362
32,46,89,239
32,46,90,288
32,47,11,418
32,47,12,344
32,47,13,441
32,47,14,185
32,47,15,280
32,47,27,580
32,47,28,1262
32,47,29,445
32,47,53,590
32,47,54,1054
32,47,56,19
32,47,57,2
32,47,79,111
32,47,80,57
32,47,81,1342
32,47,82,258
32,47,83,248
32,47,84,228
32,47,85,245
32,47,86,399
32,47,87,282
32,47,88,286
32,47,89,193
32,48,12,318
32,48,13,220
32,48,14,173
32,48,28,1276
32,48,29,991
32,48,52,371
32,48,53,847
32,48,54,464
32,48,56,9
32,48,57,14
32,48,58,1
32,48,82,1193
32,48,83,166
32,48,84,161
32,48,85,423
32,48,86,295
32,48,87,275
32,49,28,1136
32,49,29,1100
32,49,52,925
32,49,53,721
32,49,57,16
32,49,58,9
32,49,83,1079
32,49,84,324
32,50,28,1141
32,50,29,1145
32,50,51,694
32,50,52,597
32,50,53,395
32,50,57,17
32,50,83,562
32,50,84,842
32,51,28,1130
32,51,29,1133
32,51,50,422
32,51,51,619
32,51,52,650
32,51,83,360
32,51,84,639
32,51,85,454
32,52,28,858
32,52,29,1411
32,52,50,865
32,52,51,799
32,52,84,666
32,52,85,738
32,53,29,1214
32,53,30,1063
32,53,49,731
32,53,50,665
32,53,51,284
32,53,85,900
32,53,86,471
32,54,29,785
32,54,30,987
32,54,31,604
32,54,48,582
32,54,49,662
32,54,50,438
32,54,85,564
32,54,86,843
32,55,30,1321
32,55,31,920
32,55,47,362
32,55,48,760
32,55,49,495
32,55,50,168
32,55,86,886
32,55,87,528
32,56,30,989
32,56,31,1246
32,56,47,1028
32,56,48,513
32,56,86,878
32,56,87,500
32,57,30,760
32,57,31,930
32,57,32,701
32,57,46,1015
32,57,47,524
32,57,55,1
32,57,56,1
32,57,57,1
32,57,58,144
32,57,59,152
32,57,60,140
32,57,61,136
32,57,62,145
32,57,63,134
32,57,64,270
32,57,65,123
32,57,66,114
32,57,67,103
32,57,68,115
32,57,69,186
32,57,70,176
32,57,71,164
32,57,72,180
32,57,73,190
32,57,74,178
32,57,75,186
32,57,76,187
32,57,77,161
32,57,78,147
32,57,79,158
32,57,80,295
32,57,81,289
32,57,82,301
32,57,83,301
32,57,84,293
32,57,85,629
32,57,86,231
32,57,87,338
32,57,88,261
32,58,31,1342
32,58,32,910
32,58,45,1006
32,58,46,541
32,58,55,1
32,58,57,264
32,58,58,143
32,58,59,136
32,58,60,141
32,58,61,139
32,58,62,129
32,58,63,147
32,58,64,87
32,58,65,222
32,58,66,111
32,58,67,115
32,58,68,225
32,58,69,165
32,58,70,170
32,58,71,185
32,58,72,167
32,58,73,156
32,58,74,186
32,58,75,176
32,58,76,183
32,58,77,201
32,58,78,155
32,58,79,214
32,58,80,387
32,58,81,291
32,58,82,283
32,58,83,282
32,58,84,286
32,58,85,11
32,58,86,268
32,58,87,310
32,58,88,368
32,59,31,915
32,59,32,1330
32,59,44,991
32,59,45,572
32,59,46,11
32,59,56,264
32,59,66,133
32,59,67,137
32,59,78,104
32,59,79,339
32,59,87,436
32,59,88,302
32,59,89,190
32,60,31,238
32,60,32,1262
32,60,33,804
32,60,37,151
32,60,43,955
32,60,44,613
32,60,45,6
32,60,55,133
32,60,56,145
32,60,66,91
32,60,67,84
32,60,78,155
32,60,79,196
32,60,87,313
32,60,88,404
32,60,89,193
32,61,30,125
32,61,31,148
32,61,32,209
32,61,33,1650
32,61,36,395
32,61,37,100
32,61,42,934
32,61,43,731
32,61,55,140
32,61,56,139
32,61,66,87
32,61,67,87
32,61,78,192
32,61,79,161
32,61,87,280
32,61,88,365
32,61,89,255
32,62,29,64
32,62,30,69
32,62,31,222
32,62,32,210
32,62,33,175
32,62,34,1616
32,62,35,836
32,62,36,425
32,62,37,724
32,62,41,991
32,62,42,479
32,62,43,389
32,62,44,465
32,62,45,209
32,62,55,129
32,62,56,148
32,62,66,90
32,62,67,85
32,62,78,173
32,62,79,180
32,62,87,288
32,62,88,332
32,62,89,203
32,62,90,100
32,63,28,63
32,63,29,8
32,63,30,172
32,63,31,364
32,63,32,219
32,63,33,186
32,63,34,190
32,63,35,1093
32,63,36,629
32,63,37,567
32,63,38,1161
32,63,39,971
32,63,40,1151
32,63,41,470
32,63,42,514
32,63,43,579
32,63,44,718
32,63,45,407
32,63,46,445
32,63,55,140
32,63,56,136
32,63,66,79
32,63,67,97
32,63,78,163
32,63,79,181
32,63,87,296
32,63,88,344
32,63,89,242
32,63,91,28
32,63,96,20
32,63,97,35
32,63,98,31
32,63,99,65
32,64,27,61
32,64,28,7
32,64,29,284
32,64,30,129
32,64,32,439
32,64,33,274
32,64,36,655
32,64,37,487
32,64,38,869
32,64,39,1049
32,64,40,1017
32,64,41,438
32,64,42,523
32,64,43,897
32,64,44,479
32,64,45,738
32,64,46,427
32,64,47,653
32,64,55,264
32,64,66,91
32,64,67,84
32,64,78,154
32,64,79,197
32,64,87,352
32,64,88,507
32,64,92,30
32,64,93,18
32,64,94,33
32,64,95,34
32,64,96,45
32,64,97,30
32,64,98,34
32,65,26,55
32,65,27,10
32,65,28,286
32,65,32,337
32,65,33,338
32,65,36,62
32,65,37,419
32,65,41,978
32,65,42,875
32,65,46,516
32,65,47,448
32,65,48,893
32,65,49,667
32,65,50,656
32,65,51,669
32,65,52,675
32,65,53,688
32,65,54,581
32,65,66,85
32,65,67,82
32,65,78,184
32,65,79,161
32,65,87,421
32,65,88,424
32,65,91,4
32,65,92,10
32,65,93,47
32,65,94,32
32,65,95,31
32,66,25,41
32,66,26,22
32,66,27,288
32,66,32,344
32,66,33,337
32,66,36,163
32,66,37,150
32,66,41,782
32,66,42,759
32,66,47,286
32,66,48,436
32,66,49,676
32,66,50,675
32,66,51,655
32,66,52,673
32,66,53,647
32,66,54,756
32,66,55,457
32,66,66,90
32,66,67,76
32,66,78,192
32,66,79,159
32,66,87,419
32,66,88,438
32,66,90,9
32,66,91,14
32,66,92,25
32,67,24,27
32,67,25,28
32,67,26,294
32,67,32,354
32,67,33,309
32,67,37,204
32,67,41,280
32,67,42,1229
32,67,55,630
32,67,56,575
32,67,66,297
32,67,67,221
32,67,78,276
32,67,79,83
32,67,87,777
32,67,88,10
32,67,89,15
32,67,90,18
32,67,91,19
32,68,24,29
32,68,25,311
32,68,32,264
32,68,33,407
32,68,41,209
32,68,42,294
32,68,43,1043
32,68,56,513
32,68,57,711
32,68,58,449
32,68,59,464
32,68,60,388
32,68,61,319
32,68,62,290
32,68,63,319
32,68,64,384
32,68,65,629
32,68,66,432
32,68,67,392
32,68,68,539
32,68,69,515
32,68,70,521
32,68,71,510
32,68,72,457
32,68,73,500
32,68,74,519
32,68,75,227
32,68,76,192
32,68,77,314
32,68,78,108
32,68,79,53
32,68,80,51
32,68,81,9
32,68,82,11
32,68,83,101
32,68,84,328
32,68,85,429
32,68,86,790
32,68,87,19
32,68,88,16
32,68,89,22
32,68,90,10
32,69,24,185
32,69,25,176
32,69,32,193
32,69,33,276
32,69,34,215
32,69,41,162
32,69,42,203
32,69,43,291
32,69,44,690
32,69,57,337
32,69,58,580
32,69,59,508
32,69,60,588
32,69,61,389
32,69,62,379
32,69,63,392
32,69,64,688
32,69,65,454
32,69,66,390
32,69,67,446
32,69,68,469
32,69,69,501
32,69,70,489
32,69,71,492
32,69,72,580
32,69,73,523
32,69,74,516
32,69,75,752
32,69,76,217
32,69,77,114
32,69,78,100
32,69,79,146
32,69,80,40
32,69,81,28
32,69,82,186
32,69,83,447
32,69,84,563
32,69,85,456
32,69,86,16
32,69,87,11
32,69,88,8
32,70,24,174
32,70,25,185
32,70,33,373
32,70,34,289
32,70,42,291
32,70,43,201
32,70,44,522
32,70,61,292
32,70,62,194
32,70,63,398
32,70,76,653
32,70,77,123
32,70,78,115
32,70,79,111
32,70,80,159
32,70,81,221
32,70,82,647
32,70,83,343
32,71,24,187
32,71,25,166
32,71,33,281
32,71,34,384
32,71,42,203
32,71,43,227
32,71,44,154
32,71,45,449
32,71,61,33
32,71,62,280
32,71,77,651
32,71,78,152
32,71,79,99
32,71,80,333
32,71,81,753
32,72,24,181
32,72,25,179
32,72,33,232
32,72,34,280
32,72,35,170
32,72,43,334
32,72,44,163
32,72,45,191
32,72,46,348
32,72,61,127
32,72,62,139
32,72,76,282
32,72,77,216
32,72,78,244
32,72,79,432
32,72,80,505
32,72,81,106
32,72,82,488
32,73,20,4
32,73,24,208
32,73,25,153
32,73,33,172
32,73,34,297
32,73,35,205
32,73,44,414
32,73,45,144
32,73,46,285
32,73,47,195
32,73,61,179
32,73,62,90
32,73,75,181
32,73,76,229
32,73,77,126
32,73,78,569
32,73,79,311
32,73,81,182
32,73,82,131
32,73,83,508
32,73,84,330
32,74,21,8
32,74,23,124
32,74,24,161
32,74,25,75
32,74,33,154
32,74,34,279
32,74,35,242
32,74,45,478
32,74,46,204
32,74,47,348
32,74,60,116
32,74,61,149
32,74,74,84
32,74,75,201
32,74,76,146
32,74,77,631
32,74,82,116
32,74,83,174
32,74,84,287
32,74,85,347
32,75,22,58
32,75,23,160
32,75,24,92
32,75,25,56
32,75,34,314
32,75,35,350
32,75,46,560
32,75,47,249
32,75,48,204
32,75,60,161
32,75,61,112
32,75,74,202
32,75,75,51
32,75,76,472
32,75,77,322
32,75,84,89
32,75,85,213
32,75,86,432
32,75,87,63
32,76,22,129
32,76,23,105
32,76,24,127
32,76,34,189
32,76,35,286
32,76,36,201
32,76,47,692
32,76,48,275
32,76,59,53
32,76,60,63
32,76,61,132
32,76,73,190
32,76,74,20
32,76,75,463
32,76,76,164
32,76,77,232
32,76,78,164
32,76,87,415
32,76,88,95
32,77,23,90
32,77,24,148
32,77,35,295
32,77,36,359
32,77,47,502
32,77,48,470
32,77,59,67
32,77,60,134
32,77,73,59
32,77,74,398
32,77,76,364
32,77,77,256
32,77,78,177
32,77,87,227
32,77,88,221
32,78,24,149
32,78,25,101
32,78,35,179
32,78,36,267
32,78,37,258
32,78,47,208
32,78,48,643
32,78,59,131
32,78,60,74
32,78,73,240
32,78,74,233
32,78,76,215
32,78,77,386
32,78,78,200
32,78,87,183
32,78,88,218
32,78,89,88
32,79,25,129
32,79,36,396
32,79,37,282
32,79,47,444
32,79,48,136
32,79,58,74
32,79,59,123
32,79,73,231
32,79,74,238
32,79,76,123
32,79,77,304
32,79,78,365
32,79,87,197
32,79,88,123
32,79,89,96
32,80,37,623
32,80,46,364
32,80,47,147
32,80,48,102
32,80,58,133
32,80,59,69
32,80,73,329
32,80,74,136
32,80,77,250
32,80,78,335
32,80,79,190
32,80,87,129
32,80,88,170
32,81,38,623
32,81,39,204
32,81,45,308
32,81,46,133
32,81,47,179
32,81,57,83
32,81,58,118
32,81,72,235
32,81,73,237
32,81,77,193
32,81,78,194
32,81,79,312
32,81,87,171
32,81,88,126
32,82,39,461
32,82,40,308
32,82,41,91
32,82,42,76
32,82,43,12
32,82,44,243
32,82,45,138
32,82,46,244
32,82,57,125
32,82,58,78
32,82,71,155
32,82,72,312
32,82,73,7
32,82,78,293
32,82,79,179
32,82,80,162
32,82,86,112
32,82,87,130
32,82,88,98
32,83,40,376
32,83,41,322
32,83,42,88
32,83,43,248
32,83,44,145
32,83,45,325
32,83,56,75
32,83,57,127
32,83,71,441
32,83,72,14
32,83,78,246
32,83,79,288
32,83,85,91
32,83,86,75
32,83,87,118
32,83,88,87
32,84,41,269
32,84,42,357
32,84,43,134
32,84,44,605
32,84,56,187
32,84,57,3
32,84,70,434
32,84,71,18
32,84,78,184
32,84,79,312
32,84,84,79
32,84,85,85
32,84,86,125
32,85,42,167
32,85,43,521
32,85,44,178
32,85,45,545
32,85,46,202
32,85,55,185
32,85,56,5
32,85,68,125
32,85,69,425
32,85,70,28
32,85,79,174
32,85,80,252
32,85,81,35
32,85,82,39
32,85,83,92
32,85,84,37
32,85,85,34
32,85,86,125
32,86,44,606
32,86,45,101
32,86,46,332
32,86,47,310
32,86,54,205
32,86,55,6
32,86,56,7
32,86,66,133
32,86,67,224
32,86,68,308
32,86,69,39
32,86,80,243
32,86,81,135
32,86,82,79
32,86,83,24
32,87,45,286
32,87,46,115
32,87,47,296
32,87,48,450
32,87,53,254
32,87,54,60
32,87,55,110
32,87,63,244
32,87,64,191
32,87,65,257
32,87,66,207
32,87,67,262
32,87,68,60
32,87,79,102
32,87,80,108
32,87,81,152
32,88,46,203
32,88,47,137
32,88,48,238
32,88,49,506
32,88,50,312
32,88,51,289
32,88,52,365
32,88,53,147
32,88,54,135
32,88,55,151
32,88,56,227
32,88,57,185
32,88,58,168
32,88,59,179
32,88,60,192
32,88,61,246
32,88,62,425
32,88,63,110
32,88,64,232
32,88,65,186
32,88,66,184
32,88,67,34
32,88,79,166
32,88,80,122
32,89,47,99
32,89,48,119
32,89,49,221
32,89,50,429
32,89,51,334
32,89,52,242
32,89,53,192
32,89,54,216
32,89,55,203
32,89,56,229
32,89,57,256
32,89,58,273
32,89,59,271
32,89,60,271
32,89,61,279
32,89,62,105
32,89,63,128
32,89,64,82
32,89,65,74
32,89,78,113
32,89,79,173
32,90,51,132
32,90,52,136
32,90,53,159
32,90,54,141
32,90,55,135
32,90,56,141
32,90,57,157
32,90,58,151
32,90,59,149
32,90,60,134
32,90,61,55
32,90,62,52
32,90,78,93
32,90,79,186
32,91,77,57
32,91,78,86
32,91,79,15
32,91,80,137
32,92,77,99
32,92,78,26
32,92,79,7
32,92,80,10
32,92,81,63
32,93,76,24
32,93,77,38
32,94,76,33
32,94,77,29
32,95,76,32
32,95,77,30
32,96,76,29
32,96,77,33
32,97,76,27
32,97,77,35
32,98,76,30
32,98,77,32
32,99,77,62
33,0,67,25
33,1,66,12
33,1,67,13
33,2,66,12
33,2,67,13
33,3,66,88
33,3,67,14
33,4,66,66
33,4,67,76
33,5,66,70
33,5,67,72
33,6,43,159
33,6,66,61
33,6,67,85
33,7,42,130
33,7,43,117
33,7,66,71
33,7,67,73
33,8,42,122
33,8,43,120
33,8,66,82
33,8,67,76
33,9,42,102
33,9,43,139
33,9,66,69
33,9,67,69
33,10,42,73
33,10,43,109
33,10,44,77
33,10,66,79
33,10,67,69
33,11,43,140
33,11,44,104
33,11,66,74
33,11,67,75
33,12,43,119
33,12,44,124
33,12,66,77
33,12,67,74
33,13,43,109
33,13,44,136
33,13,66,83
33,13,67,72
33,14,43,364
33,14,44,322
33,14,66,68
33,14,67,74
33,15,40,101
33,15,41,622
33,15,42,686
33,15,43,395
33,15,44,504
33,15,45,1033
33,15,46,640
33,15,47,25
33,15,66,78
33,15,67,67
33,16,39,60
33,16,40,1059
33,16,41,1209
33,16,42,750
33,16,43,425
33,16,44,1024
33,16,45,805
33,16,46,1194
33,16,47,1032
33,16,48,62
33,16,49,180
33,16,66,540
33,16,67,62
33,17,38,39
33,17,39,1667
33,17,40,741
33,17,42,485
33,17,43,846
33,17,47,917
33,17,48,1778
33,17,49,46
33,17,50,113
33,17,66,497
33,17,67,618
33,18,37,22
33,18,38,1682
33,18,49,1778
33,18,50,52
33,18,51,91
33,18,66,614
33,18,67,584
33,19,37,1133
33,19,38,353
33,19,39,339
33,19,50,1809
33,19,51,56
33,19,52,54
33,19,66,604
33,19,67,591
33,20,36,1037
33,20,37,170
33,20,38,347
33,20,39,366
33,20,51,1836
33,20,52,80
33,20,66,622
33,20,67,583
33,21,21,133
33,21,22,330
33,21,23,340
33,21,24,328
33,21,25,333
33,21,26,320
33,21,27,278
33,21,28,377
33,21,29,370
33,21,30,336
33,21,31,348
33,21,32,368
33,21,33,567
33,21,34,479
33,21,35,1001
33,21,36,203
33,21,37,507
33,21,38,275
33,21,39,304
33,21,40,171
33,21,51,496
33,21,52,1549
33,21,66,610
33,21,67,586
33,22,20,190
33,22,21,502
33,22,22,305
33,22,23,304
33,22,24,311
33,22,25,318
33,22,26,342
33,22,27,429
33,22,28,366
33,22,29,378
33,22,30,398
33,22,31,388
33,22,32,365
33,22,33,331
33,22,34,651
33,22,35,124
33,22,38,727
33,22,39,351
33,22,40,157
33,22,52,775
33,22,53,1354
33,22,66,608
33,22,67,583
33,23,19,220
33,23,20,471
33,23,38,595
33,23,39,652
33,23,53,876
33,23,54,1340
33,23,66,688
33,23,67,585
33,24,18,239
33,24,19,451
33,24,38,905
33,24,39,328
33,24,54,998
33,24,55,1265
33,24,66,680
33,24,67,641
33,25,17,263
33,25,18,428
33,25,37,718
33,25,38,327
33,25,39,232
33,25,55,1060
33,25,56,1224
33,25,57,29
33,25,66,657
33,25,67,672
33,26,16,289
33,26,17,398
33,26,36,558
33,26,37,330
33,26,38,403
33,26,56,1106
33,26,57,1162
33,26,58,43
33,26,59,129
33,26,66,654
33,26,67,668
33,27,15,539
33,27,16,246
33,27,17,114
33,27,35,309
33,27,36,423
33,27,37,550
33,27,57,1180
33,27,58,1141
33,27,59,81
33,27,66,651
33,27,67,676
33,28,16,617
33,28,35,438
33,28,36,790
33,28,58,1346
33,28,59,1010
33,28,66,814
33,28,67,696
33,29,15,357
33,29,16,377
33,29,35,644
33,29,36,595
33,29,58,626
33,29,59,1088
33,29,60,680
33,29,66,790
33,29,67,992
33,30,15,345
33,30,16,379
33,30,35,805
33,30,36,411
33,30,59,1007
33,30,60,1365
33,30,66,932
33,30,67,937
33,31,15,379
33,31,16,359
33,31,34,598
33,31,35,278
33,31,36,520
33,31,59,169
33,31,60,1149
33,31,61,1090
33,31,66,1066
33,31,67,811
33,32,15,377
33,32,16,370
33,32,33,629
33,32,34,314
33,32,35,721
33,32,36,356
33,32,37,289
33,32,60,262
33,32,61,1373
33,32,62,709
33,32,65,484
33,32,66,859
33,32,67,901
33,33,15,358
33,33,16,369
33,33,36,884
33,33,37,464
33,33,61,365
33,33,62,1819
33,33,65,1332
33,33,66,667
33,33,67,1097
33,33,68,1386
33,33,69,1155
33,33,70,1
33,34,15,371
33,34,16,366
33,34,36,447
33,34,37,743
33,34,38,264
33,34,61,196
33,34,62,301
33,34,63,1721
33,34,64,1534
33,34,65,653
33,34,66,1618
33,34,67,943
33,34,68,1031
33,34,69,1208
33,34,70,2042
33,34,71,4
33,35,15,388
33,35,16,351
33,35,37,784
33,35,38,658
33,35,62,393
33,35,63,621
33,35,64,766
33,35,65,1464
33,35,71,2041
33,35,72,5
33,36,15,336
33,36,16,429
33,36,37,662
33,36,38,662
33,36,39,127
33,36,62,561
33,36,63,610
33,36,64,1262
33,36,72,2040
33,36,73,3
33,37,16,469
33,37,17,273
33,37,37,919
33,37,38,507
33,37,62,856
33,37,63,1520
33,37,73,2040
33,38,16,383
33,38,17,369
33,38,36,612
33,38,37,796
33,38,38,30
33,38,61,505
33,38,62,1404
33,38,63,508
33,38,73,944
33,38,74,1399
33,38,90,526
33,38,91,546
33,39,16,374
33,39,17,392
33,39,36,1244
33,39,37,70
33,39,61,1584
33,39,62,801
33,39,73,489
33,39,74,1136
33,39,75,823
33,39,92,546
33,40,17,627
33,40,35,1235
33,40,36,36
33,40,37,41
33,40,38,34
33,40,60,1467
33,40,61,919
33,40,62,54
33,40,74,896
33,40,75,1510
33,40,93,546
33,41,17,97
33,41,18,547
33,41,19,1
33,41,34,1251
33,41,35,61
33,41,36,141
33,41,37,44
33,41,38,34
33,41,59,1385
33,41,60,972
33,41,61,102
33,41,74,110
33,41,75,998
33,41,76,1331
33,41,94,546
33,42,18,305
33,42,19,648
33,42,20,669
33,42,21,530
33,42,32,116
33,42,33,1266
33,42,34,70
33,42,35,122
33,42,36,93
33,42,37,178
33,42,58,1337
33,42,59,988
33,42,60,240
33,42,75,188
33,42,76,1087
33,42,77,1166
33,42,94,546
33,43,17,375
33,43,18,159
33,43,19,395
33,43,20,565
33,43,21,754
33,43,22,767
33,43,23,487
33,43,31,177
33,43,32,1231
33,43,33,86
33,43,34,91
33,43,56,271
33,43,57,1319
33,43,58,1033
33,43,59,160
33,43,75,173
33,43,76,65
33,43,77,1180
33,43,78,992
33,43,92,281
33,43,93,551
33,44,16,412
33,44,17,118
33,44,18,357
33,44,22,518
33,44,23,773
33,44,24,759
33,44,25,1132
33,44,26,1
33,44,29,118
33,44,30,219
33,44,31,1220
33,44,32,96
33,44,33,59
33,44,56,1228
33,44,57,1130
33,44,58,132
33,44,76,104
33,44,77,57
33,44,78,1402
33,44,79,618
33,44,90,246
33,44,91,420
33,44,92,510
33,45,15,443
33,45,16,96
33,45,17,333
33,45,24,937
33,45,25,952
33,45,26,1674
33,45,27,179
33,45,28,193
33,45,29,149
33,45,30,1224
33,45,31,59
33,45,55,1174
33,45,56,1196
33,45,57,90
33,45,77,110
33,45,78,58
33,45,79,1781
33,45,89,402
33,45,90,343
33,45,91,478
33,46,14,459
33,46,15,117
33,46,16,303
33,46,27,1638
33,46,28,136
33,46,29,1188
33,46,54,1091
33,46,55,1298
33,46,56,53
33,46,57,4
33,46,78,130
33,46,79,55
33,46,80,1811
33,46,81,311
